PRO_22300	PRO_22300
PRO_1001	PRO_1001
PRO_1001	PRO_16616
PRO_1002	PRO_1002
PRO_1002	PRO_1584
PRO_1002	PRO_1940
PRO_1002	PRO_6668
PRO_1002	PRO_7466
PRO_1002	PRO_8533
PRO_1002	PRO_9764
PRO_1002	PRO_13541
PRO_1002	PRO_13559
PRO_1002	PRO_13830
PRO_1002	PRO_14569
PRO_1002	PRO_16006
PRO_1002	PRO_16381
PRO_1002	PRO_20206
PRO_1002	PRO_4127
PRO_1002	PRO_18003
PRO_1002	PRO_21925
PRO_1003	PRO_1003
PRO_1005	PRO_1005
PRO_1005	PRO_23652
PRO_1007	PRO_1007
PRO_1008	PRO_1008
PRO_1011	PRO_1011
PRO_1012	PRO_1012
PRO_1012	PRO_4788
PRO_1014	PRO_1014
PRO_1014	PRO_20864
PRO_1015	PRO_1015
PRO_1015	PRO_16159
PRO_1020	PRO_1020
PRO_1021	PRO_1021
PRO_1023	PRO_1023
PRO_1023	PRO_15779
PRO_1023	PRO_23559
PRO_1025	PRO_1025
PRO_1025	PRO_1632
PRO_1027	PRO_1027
PRO_1028	PRO_1028
PRO_1028	PRO_13373
PRO_1032	PRO_1032
PRO_1032	PRO_20088
PRO_1033	PRO_1033
PRO_1034	PRO_1034
PRO_1034	PRO_22886
PRO_1034	PRO_22858
PRO_1036	PRO_1036
PRO_1036	PRO_23172
PRO_1037	PRO_1037
PRO_1037	PRO_16061
PRO_1037	PRO_18806
PRO_1038	PRO_1038
PRO_1039	PRO_1039
PRO_1039	PRO_5100
PRO_1039	PRO_6415
PRO_1039	PRO_17434
PRO_1039	PRO_8667
PRO_1039	PRO_19873
PRO_1039	PRO_11894
PRO_1039	PRO_658
PRO_1039	PRO_2486
PRO_1039	PRO_12763
PRO_1039	PRO_4636
PRO_1039	PRO_5850
PRO_1039	PRO_18011
PRO_1039	PRO_8989
PRO_1043	PRO_1043
PRO_1043	PRO_16712
PRO_1044	PRO_1044
PRO_1046	PRO_1046
PRO_1046	PRO_9038
PRO_1047	PRO_1047
PRO_1049	PRO_1049
PRO_1049	PRO_1605
PRO_1050	PRO_1050
PRO_1050	PRO_8009
PRO_1053	PRO_1053
PRO_1053	PRO_10738
PRO_1055	PRO_1055
PRO_1055	PRO_20953
PRO_1057	PRO_1057
PRO_1059	PRO_1059
PRO_1062	PRO_1062
PRO_1063	PRO_1063
PRO_1065	PRO_1065
PRO_1067	PRO_1067
PRO_1068	PRO_1068
PRO_1071	PRO_1071
PRO_1071	PRO_9526
PRO_1073	PRO_1073
PRO_1074	PRO_1074
PRO_1074	PRO_1433
PRO_1074	PRO_10714
PRO_1075	PRO_1075
PRO_1075	PRO_9980
PRO_1076	PRO_1076
PRO_1077	PRO_1077
PRO_1077	PRO_2980
PRO_1077	PRO_13535
PRO_1077	PRO_12228
PRO_1077	PRO_18432
PRO_1077	PRO_21398
PRO_1080	PRO_1080
PRO_1082	PRO_1082
PRO_1083	PRO_1083
PRO_1083	PRO_12463
PRO_1083	PRO_12479
PRO_1083	PRO_18642
PRO_1084	PRO_1084
PRO_1084	PRO_19772
PRO_1084	PRO_3159
PRO_1084	PRO_5786
PRO_1085	PRO_1085
PRO_1086	PRO_1086
PRO_1086	PRO_17241
PRO_1087	PRO_1087
PRO_1088	PRO_1088
PRO_1089	PRO_1089
PRO_1091	PRO_1091
PRO_1092	PRO_1092
PRO_1093	PRO_1093
PRO_1094	PRO_1094
PRO_1094	PRO_14340
PRO_1094	PRO_16204
PRO_1095	PRO_1095
PRO_1096	PRO_1096
PRO_1098	PRO_1098
PRO_1100	PRO_1100
PRO_2401	PRO_2401
PRO_2402	PRO_2402
PRO_2403	PRO_2403
PRO_2404	PRO_2404
PRO_2406	PRO_2406
PRO_2406	PRO_12767
PRO_2406	PRO_16257
PRO_2408	PRO_2408
PRO_2409	PRO_2409
PRO_2410	PRO_2410
PRO_2410	PRO_10906
PRO_2416	PRO_2416
PRO_2419	PRO_2419
PRO_2419	PRO_18547
PRO_2420	PRO_2420
PRO_2420	PRO_273
PRO_2420	PRO_22562
PRO_2420	PRO_13390
PRO_2421	PRO_2421
PRO_2422	PRO_2422
PRO_2430	PRO_2430
PRO_2431	PRO_2431
PRO_2431	PRO_13685
PRO_2434	PRO_2434
PRO_2439	PRO_2439
PRO_2442	PRO_2442
PRO_2442	PRO_5416
PRO_2442	PRO_13600
PRO_2442	PRO_14940
PRO_2442	PRO_16694
PRO_2442	PRO_23350
PRO_2442	PRO_2363
PRO_2442	PRO_14263
PRO_2442	PRO_971
PRO_2442	PRO_21254
PRO_2442	PRO_5670
PRO_2442	PRO_11072
PRO_2443	PRO_2443
PRO_2443	PRO_15433
PRO_2443	PRO_22471
PRO_2447	PRO_2447
PRO_2448	PRO_2448
PRO_2448	PRO_18320
PRO_2449	PRO_2449
PRO_2450	PRO_2450
PRO_2453	PRO_2453
PRO_2455	PRO_2455
PRO_2456	PRO_2456
PRO_2456	PRO_3103
PRO_2457	PRO_2457
PRO_2458	PRO_2458
PRO_2460	PRO_2460
PRO_2460	PRO_2771
PRO_2460	PRO_18602
PRO_2461	PRO_2461
PRO_2461	PRO_13795
PRO_2463	PRO_2463
PRO_2464	PRO_2464
PRO_2466	PRO_2466
PRO_2467	PRO_2467
PRO_2468	PRO_2468
PRO_2469	PRO_2469
PRO_2469	PRO_11572
PRO_2469	PRO_18861
PRO_2473	PRO_2473
PRO_2474	PRO_2474
PRO_2475	PRO_2475
PRO_2476	PRO_2476
PRO_2479	PRO_2479
PRO_2479	PRO_23849
PRO_2479	PRO_7125
PRO_2479	PRO_16669
PRO_2480	PRO_2480
PRO_2483	PRO_2483
PRO_2483	PRO_6619
PRO_2485	PRO_2485
PRO_2485	PRO_20806
PRO_2485	PRO_3237
PRO_2489	PRO_2489
PRO_2491	PRO_2491
PRO_2491	PRO_20085
PRO_2492	PRO_2492
PRO_2493	PRO_2493
PRO_2493	PRO_13899
PRO_2493	PRO_14517
PRO_2493	PRO_14431
PRO_2493	PRO_14673
PRO_2493	PRO_10878
PRO_2494	PRO_2494
PRO_2497	PRO_2497
PRO_3302	PRO_3302
PRO_3303	PRO_3303
PRO_3304	PRO_3304
PRO_3306	PRO_3306
PRO_3311	PRO_3311
PRO_3313	PRO_3313
PRO_3315	PRO_3315
PRO_3316	PRO_3316
PRO_3316	PRO_3898
PRO_3318	PRO_3318
PRO_3319	PRO_3319
PRO_3321	PRO_3321
PRO_3322	PRO_3322
PRO_3323	PRO_3323
PRO_3324	PRO_3324
PRO_3328	PRO_3328
PRO_3328	PRO_23893
PRO_3331	PRO_3331
PRO_3331	PRO_14423
PRO_3331	PRO_15581
PRO_3331	PRO_19370
PRO_3332	PRO_3332
PRO_3332	PRO_5368
PRO_3333	PRO_3333
PRO_3333	PRO_10761
PRO_3334	PRO_3334
PRO_3334	PRO_7805
PRO_3334	PRO_17741
PRO_3338	PRO_3338
PRO_3339	PRO_3339
PRO_3341	PRO_3341
PRO_3342	PRO_3342
PRO_3342	PRO_9645
PRO_3343	PRO_3343
PRO_3343	PRO_10298
PRO_3344	PRO_3344
PRO_3347	PRO_3347
PRO_3347	PRO_23948
PRO_3347	PRO_9731
PRO_3347	PRO_12578
PRO_3347	PRO_23576
PRO_3347	PRO_6542
PRO_3347	PRO_13678
PRO_3347	PRO_23470
PRO_3347	PRO_22223
PRO_3351	PRO_3351
PRO_3354	PRO_3354
PRO_3355	PRO_3355
PRO_3356	PRO_3356
PRO_3358	PRO_3358
PRO_3359	PRO_3359
PRO_3361	PRO_3361
PRO_3361	PRO_7304
PRO_3361	PRO_20655
PRO_3361	PRO_18004
PRO_3362	PRO_3362
PRO_3362	PRO_20628
PRO_3364	PRO_3364
PRO_3364	PRO_5575
PRO_3364	PRO_19526
PRO_3365	PRO_3365
PRO_3365	PRO_21721
PRO_3365	PRO_3349
PRO_3365	PRO_11829
PRO_3369	PRO_3369
PRO_3370	PRO_3370
PRO_3372	PRO_3372
PRO_3377	PRO_3377
PRO_3378	PRO_3378
PRO_3378	PRO_2427
PRO_3378	PRO_10594
PRO_3378	PRO_5986
PRO_3378	PRO_23863
PRO_3378	PRO_3427
PRO_3378	PRO_4374
PRO_3378	PRO_23781
PRO_3378	PRO_14992
PRO_3379	PRO_3379
PRO_3380	PRO_3380
PRO_3382	PRO_3382
PRO_3382	PRO_1495
PRO_3382	PRO_5709
PRO_3382	PRO_20685
PRO_3382	PRO_12779
PRO_3384	PRO_3384
PRO_3384	PRO_22918
PRO_3384	PRO_14967
PRO_3386	PRO_3386
PRO_3387	PRO_3387
PRO_3388	PRO_3388
PRO_3390	PRO_3390
PRO_3390	PRO_15989
PRO_3390	PRO_23534
PRO_3394	PRO_3394
PRO_3394	PRO_3740
PRO_3394	PRO_4101
PRO_3394	PRO_4441
PRO_3394	PRO_8507
PRO_3394	PRO_19244
PRO_3394	PRO_21681
PRO_3397	PRO_3397
PRO_3398	PRO_3398
PRO_3400	PRO_3400
PRO_4001	PRO_4001
PRO_4001	PRO_17208
PRO_4003	PRO_4003
PRO_4003	PRO_995
PRO_4003	PRO_22258
PRO_4003	PRO_6571
PRO_4003	PRO_16080
PRO_4005	PRO_4005
PRO_4005	PRO_1977
PRO_4005	PRO_9231
PRO_4006	PRO_4006
PRO_4006	PRO_8875
PRO_4007	PRO_4007
PRO_4008	PRO_4008
PRO_4008	PRO_20337
PRO_4009	PRO_4009
PRO_4009	PRO_11212
PRO_4009	PRO_19437
PRO_4009	PRO_1462
PRO_4009	PRO_18108
PRO_4013	PRO_4013
PRO_4013	PRO_2433
PRO_4013	PRO_4430
PRO_4013	PRO_17389
PRO_4013	PRO_21734
PRO_4015	PRO_4015
PRO_4016	PRO_4016
PRO_4018	PRO_4018
PRO_4018	PRO_10295
PRO_4018	PRO_1475
PRO_4018	PRO_10170
PRO_4019	PRO_4019
PRO_4019	PRO_17764
PRO_4019	PRO_3089
PRO_4019	PRO_6558
PRO_4019	PRO_5012
PRO_4019	PRO_20157
PRO_4020	PRO_4020
PRO_4021	PRO_4021
PRO_4022	PRO_4022
PRO_4022	PRO_20007
PRO_4025	PRO_4025
PRO_4027	PRO_4027
PRO_4028	PRO_4028
PRO_4029	PRO_4029
PRO_4030	PRO_4030
PRO_4030	PRO_10261
PRO_4030	PRO_16971
PRO_4033	PRO_4033
PRO_4033	PRO_11159
PRO_4036	PRO_4036
PRO_4036	PRO_5389
PRO_4036	PRO_2428
PRO_4037	PRO_4037
PRO_4038	PRO_4038
PRO_4038	PRO_20165
PRO_4039	PRO_4039
PRO_4042	PRO_4042
PRO_4042	PRO_7786
PRO_4043	PRO_4043
PRO_4050	PRO_4050
PRO_4050	PRO_14721
PRO_4051	PRO_4051
PRO_4055	PRO_4055
PRO_4056	PRO_4056
PRO_4060	PRO_4060
PRO_4061	PRO_4061
PRO_4061	PRO_10148
PRO_4061	PRO_18836
PRO_4063	PRO_4063
PRO_4063	PRO_3185
PRO_4067	PRO_4067
PRO_4069	PRO_4069
PRO_4071	PRO_4071
PRO_4072	PRO_4072
PRO_4074	PRO_4074
PRO_4075	PRO_4075
PRO_4079	PRO_4079
PRO_4079	PRO_17067
PRO_4079	PRO_12478
PRO_4080	PRO_4080
PRO_4082	PRO_4082
PRO_4082	PRO_3548
PRO_4082	PRO_13088
PRO_4082	PRO_18726
PRO_4082	PRO_20147
PRO_4083	PRO_4083
PRO_4084	PRO_4084
PRO_4084	PRO_18510
PRO_4085	PRO_4085
PRO_4085	PRO_16758
PRO_4086	PRO_4086
PRO_4087	PRO_4087
PRO_4092	PRO_4092
PRO_4094	PRO_4094
PRO_4096	PRO_4096
PRO_4096	PRO_4445
PRO_4097	PRO_4097
PRO_4097	PRO_21377
PRO_4098	PRO_4098
PRO_4100	PRO_4100
PRO_5901	PRO_5901
PRO_5903	PRO_5903
PRO_5903	PRO_706
PRO_5903	PRO_2601
PRO_5903	PRO_3254
PRO_5903	PRO_4104
PRO_5903	PRO_4975
PRO_5903	PRO_6019
PRO_5903	PRO_6692
PRO_5903	PRO_6698
PRO_5903	PRO_8503
PRO_5903	PRO_9466
PRO_5903	PRO_9807
PRO_5903	PRO_9911
PRO_5903	PRO_11938
PRO_5903	PRO_12571
PRO_5903	PRO_13098
PRO_5903	PRO_13250
PRO_5903	PRO_13671
PRO_5903	PRO_17481
PRO_5903	PRO_17534
PRO_5903	PRO_19253
PRO_5903	PRO_20985
PRO_5903	PRO_21341
PRO_5903	PRO_21406
PRO_5903	PRO_21679
PRO_5903	PRO_536
PRO_5903	PRO_6462
PRO_5903	PRO_22123
PRO_5903	PRO_21022
PRO_5903	PRO_9350
PRO_5904	PRO_5904
PRO_5905	PRO_5905
PRO_5906	PRO_5906
PRO_5908	PRO_5908
PRO_5908	PRO_19990
PRO_5908	PRO_23814
PRO_5908	PRO_11130
PRO_5908	PRO_24001
PRO_5908	PRO_19316
PRO_5908	PRO_23953
PRO_5908	PRO_2787
PRO_5908	PRO_23672
PRO_5909	PRO_5909
PRO_5911	PRO_5911
PRO_5912	PRO_5912
PRO_5912	PRO_10004
PRO_5913	PRO_5913
PRO_5914	PRO_5914
PRO_5915	PRO_5915
PRO_5916	PRO_5916
PRO_5917	PRO_5917
PRO_5918	PRO_5918
PRO_5919	PRO_5919
PRO_5919	PRO_9176
PRO_5922	PRO_5922
PRO_5923	PRO_5923
PRO_5927	PRO_5927
PRO_5929	PRO_5929
PRO_5929	PRO_3922
PRO_5929	PRO_17221
PRO_5930	PRO_5930
PRO_5932	PRO_5932
PRO_5933	PRO_5933
PRO_5934	PRO_5934
PRO_5935	PRO_5935
PRO_5935	PRO_10368
PRO_5938	PRO_5938
PRO_5947	PRO_5947
PRO_5949	PRO_5949
PRO_5950	PRO_5950
PRO_5951	PRO_5951
PRO_5952	PRO_5952
PRO_5953	PRO_5953
PRO_5955	PRO_5955
PRO_5956	PRO_5956
PRO_5956	PRO_14262
PRO_5956	PRO_11936
PRO_5958	PRO_5958
PRO_5958	PRO_10931
PRO_5958	PRO_11681
PRO_5960	PRO_5960
PRO_5961	PRO_5961
PRO_5962	PRO_5962
PRO_5963	PRO_5963
PRO_5964	PRO_5964
PRO_5964	PRO_552
PRO_5967	PRO_5967
PRO_5969	PRO_5969
PRO_5969	PRO_8873
PRO_5969	PRO_15919
PRO_5969	PRO_11057
PRO_5973	PRO_5973
PRO_5973	PRO_20903
PRO_5973	PRO_6056
PRO_5974	PRO_5974
PRO_5974	PRO_5634
PRO_5975	PRO_5975
PRO_5976	PRO_5976
PRO_5976	PRO_875
PRO_5976	PRO_3465
PRO_5976	PRO_8767
PRO_5976	PRO_9273
PRO_5976	PRO_15659
PRO_5976	PRO_18684
PRO_5976	PRO_23091
PRO_5976	PRO_6145
PRO_5976	PRO_10213
PRO_5976	PRO_20494
PRO_5976	PRO_11736
PRO_5977	PRO_5977
PRO_5982	PRO_5982
PRO_5983	PRO_5983
PRO_5984	PRO_5984
PRO_5987	PRO_5987
PRO_5987	PRO_13506
PRO_5988	PRO_5988
PRO_5989	PRO_5989
PRO_5994	PRO_5994
PRO_5995	PRO_5995
PRO_5996	PRO_5996
PRO_5999	PRO_5999
PRO_7001	PRO_7001
PRO_7001	PRO_18713
PRO_7002	PRO_7002
PRO_7003	PRO_7003
PRO_7004	PRO_7004
PRO_7007	PRO_7007
PRO_7007	PRO_16104
PRO_7009	PRO_7009
PRO_7010	PRO_7010
PRO_7011	PRO_7011
PRO_7012	PRO_7012
PRO_7012	PRO_23567
PRO_7012	PRO_3048
PRO_7015	PRO_7015
PRO_7017	PRO_7017
PRO_7020	PRO_7020
PRO_7021	PRO_7021
PRO_7022	PRO_7022
PRO_7024	PRO_7024
PRO_7024	PRO_6101
PRO_7024	PRO_17525
PRO_7026	PRO_7026
PRO_7026	PRO_7315
PRO_7026	PRO_10245
PRO_7030	PRO_7030
PRO_7031	PRO_7031
PRO_7033	PRO_7033
PRO_7034	PRO_7034
PRO_7035	PRO_7035
PRO_7036	PRO_7036
PRO_7037	PRO_7037
PRO_7038	PRO_7038
PRO_7039	PRO_7039
PRO_7039	PRO_1552
PRO_7040	PRO_7040
PRO_7042	PRO_7042
PRO_7042	PRO_13847
PRO_7043	PRO_7043
PRO_7043	PRO_8129
PRO_7045	PRO_7045
PRO_7047	PRO_7047
PRO_7047	PRO_5018
PRO_7047	PRO_10402
PRO_7048	PRO_7048
PRO_7048	PRO_155
PRO_7048	PRO_14566
PRO_7048	PRO_17852
PRO_7048	PRO_21763
PRO_7049	PRO_7049
PRO_7050	PRO_7050
PRO_7053	PRO_7053
PRO_7053	PRO_11111
PRO_7053	PRO_7208
PRO_7055	PRO_7055
PRO_7058	PRO_7058
PRO_7058	PRO_1689
PRO_7058	PRO_5030
PRO_7059	PRO_7059
PRO_7060	PRO_7060
PRO_7061	PRO_7061
PRO_7062	PRO_7062
PRO_7063	PRO_7063
PRO_7063	PRO_9875
PRO_7066	PRO_7066
PRO_7071	PRO_7071
PRO_7075	PRO_7075
PRO_7075	PRO_22590
PRO_7076	PRO_7076
PRO_7076	PRO_3004
PRO_7077	PRO_7077
PRO_7077	PRO_4244
PRO_7077	PRO_6230
PRO_7077	PRO_11637
PRO_7077	PRO_15472
PRO_7077	PRO_19525
PRO_7078	PRO_7078
PRO_7078	PRO_5845
PRO_7079	PRO_7079
PRO_7081	PRO_7081
PRO_7083	PRO_7083
PRO_7085	PRO_7085
PRO_7087	PRO_7087
PRO_7087	PRO_4078
PRO_7087	PRO_6127
PRO_7089	PRO_7089
PRO_7089	PRO_277
PRO_7091	PRO_7091
PRO_7092	PRO_7092
PRO_7092	PRO_3926
PRO_7096	PRO_7096
PRO_7097	PRO_7097
PRO_7100	PRO_7100
PRO_9301	PRO_9301
PRO_9301	PRO_2452
PRO_9311	PRO_9311
PRO_9311	PRO_15768
PRO_9311	PRO_7851
PRO_9311	PRO_5694
PRO_9311	PRO_4122
PRO_9312	PRO_9312
PRO_9312	PRO_5073
PRO_9312	PRO_22304
PRO_9315	PRO_9315
PRO_9317	PRO_9317
PRO_9319	PRO_9319
PRO_9319	PRO_19398
PRO_9319	PRO_14079
PRO_9319	PRO_14638
PRO_9320	PRO_9320
PRO_9323	PRO_9323
PRO_9324	PRO_9324
PRO_9325	PRO_9325
PRO_9325	PRO_10268
PRO_9327	PRO_9327
PRO_9328	PRO_9328
PRO_9328	PRO_17992
PRO_9328	PRO_9537
PRO_9329	PRO_9329
PRO_9330	PRO_9330
PRO_9331	PRO_9331
PRO_9331	PRO_18421
PRO_9331	PRO_22160
PRO_9332	PRO_9332
PRO_9333	PRO_9333
PRO_9337	PRO_9337
PRO_9340	PRO_9340
PRO_9342	PRO_9342
PRO_9344	PRO_9344
PRO_9344	PRO_9257
PRO_9347	PRO_9347
PRO_9347	PRO_3399
PRO_9348	PRO_9348
PRO_9351	PRO_9351
PRO_9351	PRO_20501
PRO_9352	PRO_9352
PRO_9357	PRO_9357
PRO_9357	PRO_17235
PRO_9357	PRO_18660
PRO_9358	PRO_9358
PRO_9359	PRO_9359
PRO_9359	PRO_1006
PRO_9359	PRO_18181
PRO_9359	PRO_12505
PRO_9360	PRO_9360
PRO_9360	PRO_3772
PRO_9361	PRO_9361
PRO_9362	PRO_9362
PRO_9363	PRO_9363
PRO_9364	PRO_9364
PRO_9365	PRO_9365
PRO_9367	PRO_9367
PRO_9368	PRO_9368
PRO_9368	PRO_7120
PRO_9368	PRO_6869
PRO_9376	PRO_9376
PRO_9377	PRO_9377
PRO_9381	PRO_9381
PRO_9381	PRO_18518
PRO_9381	PRO_22051
PRO_9387	PRO_9387
PRO_9387	PRO_2825
PRO_9387	PRO_19325
PRO_9387	PRO_23045
PRO_9387	PRO_23490
PRO_9388	PRO_9388
PRO_9389	PRO_9389
PRO_9389	PRO_13711
PRO_9390	PRO_9390
PRO_9390	PRO_13909
PRO_9392	PRO_9392
PRO_9395	PRO_9395
PRO_9397	PRO_9397
PRO_9398	PRO_9398
PRO_9398	PRO_1343
PRO_9398	PRO_3510
PRO_9398	PRO_6879
PRO_9398	PRO_7950
PRO_9400	PRO_9400
PRO_9400	PRO_20132
PRO_9400	PRO_21506
PRO_9400	PRO_682
PRO_9400	PRO_10642
PRO_11703	PRO_11703
PRO_11704	PRO_11704
PRO_11705	PRO_11705
PRO_11708	PRO_11708
PRO_11709	PRO_11709
PRO_11710	PRO_11710
PRO_11712	PRO_11712
PRO_11712	PRO_6468
PRO_11714	PRO_11714
PRO_11716	PRO_11716
PRO_11718	PRO_11718
PRO_11723	PRO_11723
PRO_11723	PRO_8658
PRO_11723	PRO_2432
PRO_11727	PRO_11727
PRO_11731	PRO_11731
PRO_11731	PRO_8422
PRO_11731	PRO_16113
PRO_11733	PRO_11733
PRO_11735	PRO_11735
PRO_11735	PRO_7688
PRO_11738	PRO_11738
PRO_11739	PRO_11739
PRO_11739	PRO_9007
PRO_11740	PRO_11740
PRO_11742	PRO_11742
PRO_11743	PRO_11743
PRO_11743	PRO_1774
PRO_11743	PRO_86
PRO_11744	PRO_11744
PRO_11745	PRO_11745
PRO_11746	PRO_11746
PRO_11746	PRO_14765
PRO_11747	PRO_11747
PRO_11747	PRO_11838
PRO_11747	PRO_4012
PRO_11750	PRO_11750
PRO_11750	PRO_23864
PRO_11750	PRO_23951
PRO_11753	PRO_11753
PRO_11755	PRO_11755
PRO_11759	PRO_11759
PRO_11763	PRO_11763
PRO_11764	PRO_11764
PRO_11764	PRO_15288
PRO_11764	PRO_20404
PRO_11764	PRO_17519
PRO_11764	PRO_15164
PRO_11765	PRO_11765
PRO_11768	PRO_11768
PRO_11768	PRO_6588
PRO_11772	PRO_11772
PRO_11772	PRO_15861
PRO_11773	PRO_11773
PRO_11773	PRO_2573
PRO_11773	PRO_2178
PRO_11773	PRO_10745
PRO_11773	PRO_4070
PRO_11773	PRO_11599
PRO_11773	PRO_4753
PRO_11773	PRO_13319
PRO_11773	PRO_17542
PRO_11773	PRO_13324
PRO_11773	PRO_16972
PRO_11773	PRO_17707
PRO_11773	PRO_22019
PRO_11779	PRO_11779
PRO_11779	PRO_959
PRO_11781	PRO_11781
PRO_11784	PRO_11784
PRO_11785	PRO_11785
PRO_11785	PRO_13508
PRO_11785	PRO_3193
PRO_11785	PRO_9774
PRO_11785	PRO_3751
PRO_11785	PRO_7924
PRO_11785	PRO_7613
PRO_11789	PRO_11789
PRO_11793	PRO_11793
PRO_11796	PRO_11796
PRO_11796	PRO_3847
PRO_12001	PRO_12001
PRO_12002	PRO_12002
PRO_12002	PRO_13281
PRO_12003	PRO_12003
PRO_12004	PRO_12004
PRO_12005	PRO_12005
PRO_12006	PRO_12006
PRO_12006	PRO_3790
PRO_12006	PRO_17900
PRO_12006	PRO_10636
PRO_12007	PRO_12007
PRO_12012	PRO_12012
PRO_12014	PRO_12014
PRO_12016	PRO_12016
PRO_12022	PRO_12022
PRO_12023	PRO_12023
PRO_12024	PRO_12024
PRO_12028	PRO_12028
PRO_12029	PRO_12029
PRO_12034	PRO_12034
PRO_12037	PRO_12037
PRO_12037	PRO_8421
PRO_12037	PRO_15141
PRO_12037	PRO_18638
PRO_12037	PRO_9585
PRO_12040	PRO_12040
PRO_12042	PRO_12042
PRO_12042	PRO_1684
PRO_12042	PRO_4062
PRO_12042	PRO_6636
PRO_12042	PRO_7340
PRO_12042	PRO_8677
PRO_12042	PRO_10394
PRO_12042	PRO_14197
PRO_12042	PRO_15671
PRO_12042	PRO_19476
PRO_12042	PRO_22952
PRO_12042	PRO_847
PRO_12042	PRO_21599
PRO_12043	PRO_12043
PRO_12045	PRO_12045
PRO_12045	PRO_7766
PRO_12045	PRO_13080
PRO_12045	PRO_17594
PRO_12045	PRO_18223
PRO_12046	PRO_12046
PRO_12047	PRO_12047
PRO_12047	PRO_1136
PRO_12048	PRO_12048
PRO_12049	PRO_12049
PRO_12051	PRO_12051
PRO_12051	PRO_700
PRO_12055	PRO_12055
PRO_12057	PRO_12057
PRO_12058	PRO_12058
PRO_12059	PRO_12059
PRO_12060	PRO_12060
PRO_12061	PRO_12061
PRO_12062	PRO_12062
PRO_12065	PRO_12065
PRO_12066	PRO_12066
PRO_12067	PRO_12067
PRO_12069	PRO_12069
PRO_12070	PRO_12070
PRO_12070	PRO_13408
PRO_12072	PRO_12072
PRO_12073	PRO_12073
PRO_12076	PRO_12076
PRO_12076	PRO_19266
PRO_12079	PRO_12079
PRO_12081	PRO_12081
PRO_12081	PRO_7185
PRO_12081	PRO_11269
PRO_12081	PRO_15879
PRO_12081	PRO_16581
PRO_12083	PRO_12083
PRO_12083	PRO_13112
PRO_12084	PRO_12084
PRO_12087	PRO_12087
PRO_12089	PRO_12089
PRO_12090	PRO_12090
PRO_12091	PRO_12091
PRO_12094	PRO_12094
PRO_12095	PRO_12095
PRO_12095	PRO_13470
PRO_12096	PRO_12096
PRO_12096	PRO_3534
PRO_12097	PRO_12097
PRO_12097	PRO_3651
PRO_12097	PRO_13507
PRO_12097	PRO_6280
PRO_12100	PRO_12100
PRO_12100	PRO_16089
PRO_12801	PRO_12801
PRO_12802	PRO_12802
PRO_12803	PRO_12803
PRO_12807	PRO_12807
PRO_12807	PRO_16928
PRO_12807	PRO_2849
PRO_12807	PRO_9152
PRO_12808	PRO_12808
PRO_12808	PRO_17403
PRO_12809	PRO_12809
PRO_12811	PRO_12811
PRO_12812	PRO_12812
PRO_12813	PRO_12813
PRO_12815	PRO_12815
PRO_12815	PRO_15872
PRO_12815	PRO_8495
PRO_12815	PRO_21386
PRO_12816	PRO_12816
PRO_12817	PRO_12817
PRO_12819	PRO_12819
PRO_12819	PRO_20931
PRO_12822	PRO_12822
PRO_12822	PRO_2117
PRO_12823	PRO_12823
PRO_12823	PRO_8702
PRO_12823	PRO_8276
PRO_12824	PRO_12824
PRO_12825	PRO_12825
PRO_12825	PRO_3420
PRO_12825	PRO_4965
PRO_12825	PRO_7917
PRO_12825	PRO_11827
PRO_12825	PRO_15099
PRO_12825	PRO_15653
PRO_12826	PRO_12826
PRO_12827	PRO_12827
PRO_12829	PRO_12829
PRO_12832	PRO_12832
PRO_12833	PRO_12833
PRO_12835	PRO_12835
PRO_12836	PRO_12836
PRO_12837	PRO_12837
PRO_12837	PRO_21232
PRO_12839	PRO_12839
PRO_12843	PRO_12843
PRO_12843	PRO_2226
PRO_12843	PRO_14266
PRO_12844	PRO_12844
PRO_12845	PRO_12845
PRO_12851	PRO_12851
PRO_12852	PRO_12852
PRO_12852	PRO_15103
PRO_12853	PRO_12853
PRO_12853	PRO_2034
PRO_12853	PRO_7485
PRO_12853	PRO_8649
PRO_12854	PRO_12854
PRO_12856	PRO_12856
PRO_12857	PRO_12857
PRO_12857	PRO_20273
PRO_12858	PRO_12858
PRO_12858	PRO_18461
PRO_12858	PRO_20197
PRO_12859	PRO_12859
PRO_12861	PRO_12861
PRO_12861	PRO_7372
PRO_12861	PRO_11749
PRO_12863	PRO_12863
PRO_12864	PRO_12864
PRO_12864	PRO_5491
PRO_12865	PRO_12865
PRO_12866	PRO_12866
PRO_12867	PRO_12867
PRO_12867	PRO_17328
PRO_12868	PRO_12868
PRO_12869	PRO_12869
PRO_12870	PRO_12870
PRO_12871	PRO_12871
PRO_12871	PRO_23064
PRO_12871	PRO_10350
PRO_12872	PRO_12872
PRO_12874	PRO_12874
PRO_12874	PRO_6115
PRO_12875	PRO_12875
PRO_12878	PRO_12878
PRO_12879	PRO_12879
PRO_12880	PRO_12880
PRO_12881	PRO_12881
PRO_12882	PRO_12882
PRO_12883	PRO_12883
PRO_12884	PRO_12884
PRO_12885	PRO_12885
PRO_12885	PRO_18739
PRO_12885	PRO_22082
PRO_12887	PRO_12887
PRO_12887	PRO_12990
PRO_12889	PRO_12889
PRO_12889	PRO_14315
PRO_12891	PRO_12891
